elapsed time,x-position,y-position,MAC address
12.35436,-9.388479,5.600662,FF:08:D3:DE:06:38
13.03458,-6.385673,-0.5384461,13:3B:96:3F:E4:5E
17.10807,-2.837501,-3.859279,2E:8B:CD:0B:62:C4
17.29208,8.028515,0.4170061,17:3F:7D:AE:1F:16
17.35875,4.964073,-4.438455,FF:08:D3:DE:06:38
17.46201,-11.37712,-16.88975,F4:87:B0:8E:A8:6E
17.61203,0.8100882,15.86444,B6:04:20:E2:C6:BD
17.76248,-6.590191,2.676749,91:A5:EF:47:6C:02
17.89615,10.30223,-15.6269,36:BD:4A:27:B6:25
18.04703,-1.732138,-8.601566,13:3B:96:3F:E4:5E
22.12451,4.045388,12.06304,2E:8B:CD:0B:62:C4
