elapsed time,x-position,y-position,MAC address
5.00841,-16.58495,-1.877608,DD:F7:E0:1E:77:15
10.0169,-15.12852,-8.757894,DD:F7:E0:1E:77:15
15.02717,-1.692063,2.51023,DD:F7:E0:1E:77:15
20.03304,11.73261,13.76847,DD:F7:E0:1E:77:15
25.03656,8.973578,8.384434,DD:F7:E0:1E:77:15
30.04601,-5.491727,3.524615,DD:F7:E0:1E:77:15
35.05274,-18.33581,1.106283,DD:F7:E0:1E:77:15
40.05937,-7.660264,-3.424524,DD:F7:E0:1E:77:15
41.20616,-5.707181,-5.04718,46:9D:41:3D:10:AD
41.3753,5.702393,3.350791,47:43:9C:D4:7F:BF
41.56018,8.345744,3.141176,EC:01:4C:6B:70:EF
41.62858,0.5915022,-5.314331,37:0D:80:E2:C9:24
41.72882,-6.810597,6.893386,E0:77:77:DC:AC:59
41.79624,1.847553,-7.770329,47:47:22:E9:CE:DC
41.89627,11.42633,-2.629232,ED:D5:DF:D9:B1:3D
42.08225,-2.851113,-4.906293,12:6B:B2:06:99:2C
42.14892,0.8158004,12.10895,2D:71:87:F1:E6:69
42.2519,-3.550418,-1.345721,95:63:D3:1C:5C:98
42.33621,8.62569,-5.287814,36:6A:96:42:8C:37
42.45436,-6.358017,-1.034634,9C:02:32:70:7D:9B
42.5247,-1.104222,8.732872,0F:5D:5B:42:CF:5E
42.61339,8.852087,13.35579,71:DA:DE:4B:AE:3A
42.7341,2.374497,-7.556347,D2:56:60:B8:53:6A
42.80535,-1.671773,-18.75435,09:D0:78:47:A2:46
42.89331,-11.4844,-8.490025,A6:D0:DF:7B:69:96
42.98211,-9.152544,-2.621543,F9:BD:F3:EB:E1:89
43.07,-5.44617,-5.616395,0E:52:94:74:AB:82
43.15834,-7.088473,-1.085586,BA:EB:BB:5C:70:35
43.28415,-8.548102,-4.455806,D6:E3:AE:C8:66:AD
43.32232,-0.5587433,4.405328,23:C8:BA:14:9C:FF
43.42886,-2.723448,-9.827027,7F:F6:71:48:51:F1
43.51786,-0.09638146,8.426364,46:E6:75:D7:AA:01
43.61004,-2.744327,16.05197,D6:94:25:F5:8C:B7
43.68508,5.505728,7.949102,8B:49:60:A9:A4:85
43.79379,-15.50108,-2.864235,E7:31:56:46:C8:18
43.86938,9.32365,-5.562026,CE:F9:B5:95:F5:B5
45.07372,3.003284,-3.830597,DD:F7:E0:1E:77:15
46.21846,1.900524,0.6217122,46:9D:41:3D:10:AD
46.37974,12.97367,8.903618,47:43:9C:D4:7F:BF
46.57566,2.096772,-4.167524,EC:01:4C:6B:70:EF
46.63505,-4.561903,-6.79638,37:0D:80:E2:C9:24
46.73121,4.968513,-3.045034,E0:77:77:DC:AC:59
46.80776,1.720593,-8.633608,47:47:22:E9:CE:DC
46.90267,-0.6857388,-11.81323,ED:D5:DF:D9:B1:3D
47.08249,-3.219851,8.834373,12:6B:B2:06:99:2C
47.16226,-16.35587,15.71717,2D:71:87:F1:E6:69
47.25698,-3.157771,3.559499,95:63:D3:1C:5C:98
47.33757,-1.820164,8.117078,36:6A:96:42:8C:37
47.46775,-3.869463,-14.53838,9C:02:32:70:7D:9B
47.53587,-10.567,-5.598238,0F:5D:5B:42:CF:5E
47.61634,7.996093,10.88771,71:DA:DE:4B:AE:3A
47.75006,15.7952,-7.328012,D2:56:60:B8:53:6A
47.81275,5.762813,-6.680743,09:D0:78:47:A2:46
47.90782,-0.6074317,-4.441157,A6:D0:DF:7B:69:96
47.98733,4.179817,5.95411,F9:BD:F3:EB:E1:89
48.08688,3.541882,-1.54864,0E:52:94:74:AB:82
48.17487,1.665251,-1.922643,BA:EB:BB:5C:70:35
48.29946,1.882272,1.18818,D6:E3:AE:C8:66:AD
48.32247,-7.945081,17.32914,23:C8:BA:14:9C:FF
48.43491,-14.48854,-3.312433,7F:F6:71:48:51:F1
48.52559,11.02629,-3.183134,46:E6:75:D7:AA:01
48.61064,14.02484,14.69951,D6:94:25:F5:8C:B7
48.70166,14.4548,-0.08113927,8B:49:60:A9:A4:85
48.79811,-1.643154,-11.83874,E7:31:56:46:C8:18
48.87778,7.693207,0.4976383,CE:F9:B5:95:F5:B5
50.07691,-10.06109,-6.277336,DD:F7:E0:1E:77:15
51.22911,12.83523,13.74401,46:9D:41:3D:10:AD
51.38053,-2.936985,8.167466,47:43:9C:D4:7F:BF
51.57693,-7.623297,-14.20202,EC:01:4C:6B:70:EF
51.6395,-14.10991,6.320264,37:0D:80:E2:C9:24
51.73738,18.01733,-9.736374,E0:77:77:DC:AC:59
51.81697,-10.07307,-0.2918646,47:47:22:E9:CE:DC
51.91402,8.914397,-15.31684,ED:D5:DF:D9:B1:3D
52.0986,-6.602762,13.06783,12:6B:B2:06:99:2C
52.16404,-9.569886,8.426811,2D:71:87:F1:E6:69
52.26296,0.7990066,15.61723,95:63:D3:1C:5C:98
52.34435,-10.35447,4.365341,36:6A:96:42:8C:37
52.47561,-12.86644,-0.4946828,9C:02:32:70:7D:9B
52.54256,-6.958822,-7.549544,0F:5D:5B:42:CF:5E
52.625,-8.495301,9.054852,71:DA:DE:4B:AE:3A
52.75902,6.557096,0.05223986,D2:56:60:B8:53:6A
52.82408,14.42188,8.001775,09:D0:78:47:A2:46
52.9204,12.95685,-4.398213,A6:D0:DF:7B:69:96
52.99897,12.5372,11.75782,F9:BD:F3:EB:E1:89
53.09569,13.00214,7.920763,0E:52:94:74:AB:82
53.19112,6.519669,-0.9518622,BA:EB:BB:5C:70:35
53.30846,14.85824,4.898186,D6:E3:AE:C8:66:AD
53.32838,-12.90454,4.345805,23:C8:BA:14:9C:FF
53.44866,-3.033721,2.971732,7F:F6:71:48:51:F1
53.52978,-0.8571549,-12.62637,46:E6:75:D7:AA:01
53.61735,9.227484,6.860002,D6:94:25:F5:8C:B7
53.70674,12.43682,-12.59053,8B:49:60:A9:A4:85
53.80408,7.630672,-7.95077,E7:31:56:46:C8:18
53.88325,4.900531,-5.272621,CE:F9:B5:95:F5:B5
