elapsed time,x-position,y-position,MAC address
14.83325,-14.44558,8.623939,74:84:39:2E:E5:25
16.83605,-15.85101,11.0502,74:84:39:2E:E5:25
18.83947,-17.25688,13.4772,74:84:39:2E:E5:25
20.85417,-18.66872,15.91453,74:84:39:2E:E5:25
22.86083,-19.32049,17.0474,74:84:39:2E:E5:25
24.87652,-18.5857,15.80535,74:84:39:2E:E5:25
26.87832,-17.16602,13.38903,74:84:39:2E:E5:25
28.88494,-15.74291,10.96689,74:84:39:2E:E5:25
30.89276,-14.31894,8.543298,74:84:39:2E:E5:25
32.90023,-12.89524,6.120143,74:84:39:2E:E5:25
34.90243,-11.44158,3.839756,74:84:39:2E:E5:25
