elapsed time,x-position,y-position,MAC address
5.005712,-1.948236,6.514959,9A:4E:62:A2:09:E6
10.01315,-2.632289,9.900573,9A:4E:62:A2:09:E6
15.02385,-9.173741,-2.844945,9A:4E:62:A2:09:E6
15.49621,2.490688,-4.066886,D3:C5:DC:2C:B1:3B
16.352,-11.77854,7.552802,BC:91:E3:79:08:AC
17.26196,-7.815413,-1.592135,29:6E:03:79:E5:86
17.70757,-9.345745,3.073035,26:8A:DB:03:A1:FD
20.0367,-3.603666,-13.89238,9A:4E:62:A2:09:E6
20.22106,5.957887,-2.96306,53:1A:52:CB:08:E1
20.40738,-6.811466,-9.106618,25:9B:D6:0E:6A:BF
20.50856,-6.861252,10.61157,D3:C5:DC:2C:B1:3B
20.57629,-2.542542,-7.008667,BB:48:C1:D5:B2:4E
20.72943,3.019995,-9.304993,FC:5A:F8:4C:88:E9
20.87696,-5.467045,3.529802,0A:21:68:DC:7C:7F
21.00929,0.6237059,0.3403415,0A:D0:24:DE:D8:96
21.14334,-7.977378,5.823924,E8:F1:89:02:53:6D
21.26079,-7.501532,2.893124,D5:1B:03:44:BE:9D
21.36252,-1.512711,4.795415,BC:91:E3:79:08:AC
21.39674,-0.6513073,-1.469282,C4:50:D8:8D:06:46
21.54826,-5.239866,5.371222,05:07:92:69:C0:E6
21.69032,0.005458988,12.47407,78:49:1E:56:03:9A
22.26562,-3.042264,6.289578,29:6E:03:79:E5:86
22.72279,-12.09883,13.47025,26:8A:DB:03:A1:FD
25.04349,-5.71813,2.51041,9A:4E:62:A2:09:E6
25.23874,-1.352058,6.816496,53:1A:52:CB:08:E1
25.42451,-14.79457,-9.222172,25:9B:D6:0E:6A:BF
25.52079,-6.83533,-0.9850492,D3:C5:DC:2C:B1:3B
25.57833,-12.01018,7.553149,BB:48:C1:D5:B2:4E
25.73744,-11.51515,-2.037431,FC:5A:F8:4C:88:E9
25.87785,4.374325,3.47442,0A:21:68:DC:7C:7F
26.02154,-14.75622,1.546072,0A:D0:24:DE:D8:96
26.15043,-0.5372986,2.919408,E8:F1:89:02:53:6D
26.27721,-3.247042,4.492041,D5:1B:03:44:BE:9D
26.36823,10.631,-3.673468,BC:91:E3:79:08:AC
26.41852,-0.8332841,13.58146,C4:50:D8:8D:06:46
26.55014,3.245731,-7.077102,05:07:92:69:C0:E6
26.69535,-2.829721,6.474499,78:49:1E:56:03:9A
27.27369,-5.782218,12.75501,29:6E:03:79:E5:86
27.72652,-3.59103,6.441793,26:8A:DB:03:A1:FD
30.06049,-7.20173,18.80726,9A:4E:62:A2:09:E6
30.24902,-6.46631,13.21924,53:1A:52:CB:08:E1
30.4265,-7.998837,1.947117,25:9B:D6:0E:6A:BF
30.5334,-3.063549,-17.70632,D3:C5:DC:2C:B1:3B
30.57908,-9.93325,7.923723,BB:48:C1:D5:B2:4E
30.7579,2.547759,-8.895639,FC:5A:F8:4C:88:E9
30.87914,-2.628372,-9.603777,0A:21:68:DC:7C:7F
31.03052,-4.626192,-3.656397,0A:D0:24:DE:D8:96
31.15237,9.803881,-8.965286,E8:F1:89:02:53:6D
31.2857,-0.022583,13.35973,D5:1B:03:44:BE:9D
31.36975,14.87544,4.321627,BC:91:E3:79:08:AC
31.4246,2.693455,6.917025,C4:50:D8:8D:06:46
31.56175,3.409063,-10.39975,05:07:92:69:C0:E6
31.69605,9.028464,8.382675,78:49:1E:56:03:9A
32.27435,-1.880009,1.693646,29:6E:03:79:E5:86
32.73592,9.804175,6.816596,26:8A:DB:03:A1:FD
35.06242,-7.887903,10.5206,9A:4E:62:A2:09:E6
35.25818,4.313055,15.66087,53:1A:52:CB:08:E1
35.43903,7.056192,-2.073366,25:9B:D6:0E:6A:BF
35.53605,-13.82434,-12.53902,D3:C5:DC:2C:B1:3B
35.58489,-2.276174,-4.552314,BB:48:C1:D5:B2:4E
35.77219,18.30738,-14.57743,FC:5A:F8:4C:88:E9
35.88628,-9.483391,-13.88961,0A:21:68:DC:7C:7F
36.03637,-3.548211,-7.729595,0A:D0:24:DE:D8:96
36.15871,13.36771,-18.12462,E8:F1:89:02:53:6D
36.29219,-11.84278,2.966242,D5:1B:03:44:BE:9D
36.37564,11.4616,14.30799,BC:91:E3:79:08:AC
36.4404,6.2982,-9.665867,C4:50:D8:8D:06:46
36.57256,-5.306105,2.884439,05:07:92:69:C0:E6
36.70755,0.9812105,-0.4390792,78:49:1E:56:03:9A
37.27901,1.881932,-12.62493,29:6E:03:79:E5:86
37.74454,17.04374,1.900336,26:8A:DB:03:A1:FD
40.08194,-6.411302,2.476335,9A:4E:62:A2:09:E6
40.26457,5.439295,2.476596,53:1A:52:CB:08:E1
40.44566,7.011529,-3.367178,25:9B:D6:0E:6A:BF
40.54641,-5.364675,-6.819298,D3:C5:DC:2C:B1:3B
40.6044,5.936272,-1.559473,BB:48:C1:D5:B2:4E
40.78753,5.561109,-5.834591,FC:5A:F8:4C:88:E9
40.8882,-9.038111,1.516322,0A:21:68:DC:7C:7F
41.04196,-18.1115,-8.397232,0A:D0:24:DE:D8:96
41.16285,-2.569261,-15.98997,E8:F1:89:02:53:6D
41.30243,2.847361,-6.474679,D5:1B:03:44:BE:9D
41.38131,-1.996512,5.569109,BC:91:E3:79:08:AC
41.44938,9.012943,3.503725,C4:50:D8:8D:06:46
