elapsed time,x-position,y-position,MAC address
13.1097,5.339739,-10.95711,EB:C0:40:95:27:9E
13.1097,12.4722,4.963498,A9:D6:F7:A0:9F:59
13.1097,-1.108561,-9.264314,E7:58:7E:83:BB:1D
13.1097,-9.929001,-3.560601,8D:B4:C6:9F:29:D9
13.1097,-8.485415,8.089213,98:CB:C2:3D:93:6A
13.1097,5.503171,-1.152042,D7:A2:1B:D9:0A:EF
13.1097,4.367116,-4.451434,73:77:3E:F6:0F:79
13.1097,6.443421,3.104927,31:A3:7A:6A:90:AF
13.1097,-9.649338,-1.571531,BE:85:84:65:05:B8
13.1097,-2.163173,-14.50944,9A:4C:97:66:FD:5B
13.1097,-4.956871,11.17912,DC:6C:42:8C:C8:FD
13.1097,-2.37192,2.386701,3D:0D:4E:8E:0F:44
13.1097,-7.516551,-1.1829,DF:96:A4:4D:6D:85
13.1097,-1.777404,-5.527186,5F:2D:3B:13:7E:0D
13.1097,4.3852,-13.85206,E6:71:9C:63:3F:BE
13.1097,18.59231,-4.730577,58:0D:7A:E2:1A:A3
13.1097,12.84131,-0.3978116,36:A4:DB:7D:2D:82
13.1097,-1.874164,12.0822,60:2F:75:40:86:6F
13.1097,-8.006562,-6.0893,13:4D:DE:11:06:D0
18.11402,-4.343388,-15.98678,EB:C0:40:95:27:9E
18.11402,8.914253,11.13111,A9:D6:F7:A0:9F:59
18.11402,2.377509,-5.627517,E7:58:7E:83:BB:1D
18.11402,-11.30899,-18.21539,8D:B4:C6:9F:29:D9
18.11402,-9.185771,-0.9620005,98:CB:C2:3D:93:6A
18.11402,-2.456504,14.00141,D7:A2:1B:D9:0A:EF
18.11402,-5.412549,9.959167,73:77:3E:F6:0F:79
18.11402,-0.4509168,13.38683,31:A3:7A:6A:90:AF
18.11402,-14.00042,-14.86175,BE:85:84:65:05:B8
18.11402,4.39227,-8.52089,9A:4C:97:66:FD:5B
18.11402,9.144853,5.649602,DC:6C:42:8C:C8:FD
18.11402,1.144948,4.211261,3D:0D:4E:8E:0F:44
18.11402,-3.212905,3.842938,DF:96:A4:4D:6D:85
18.11402,-11.31517,8.608987,5F:2D:3B:13:7E:0D
18.11402,-3.045255,-1.55808,E6:71:9C:63:3F:BE
18.11402,18.86012,11.96425,58:0D:7A:E2:1A:A3
18.11402,-0.1282267,-2.68304,36:A4:DB:7D:2D:82
18.11402,-4.868042,-4.341619,60:2F:75:40:86:6F
18.11402,3.272002,2.73577,13:4D:DE:11:06:D0
23.12798,4.616844,-0.912949,EB:C0:40:95:27:9E
23.12798,-8.025768,14.7374,A9:D6:F7:A0:9F:59
23.12798,-4.525475,-3.564996,E7:58:7E:83:BB:1D
23.12798,2.886562,-8.652901,8D:B4:C6:9F:29:D9
23.12798,-2.519052,-5.341335,98:CB:C2:3D:93:6A
23.12798,8.463612,9.938327,D7:A2:1B:D9:0A:EF
23.12798,5.652197,6.006685,73:77:3E:F6:0F:79
23.12798,-8.755421,4.851434,31:A3:7A:6A:90:AF
23.12798,0.6432323,-9.643017,BE:85:84:65:05:B8
23.12798,10.39251,5.72682,9A:4C:97:66:FD:5B
23.12798,11.7507,-8.360065,DC:6C:42:8C:C8:FD
23.12798,-8.38361,2.886541,3D:0D:4E:8E:0F:44
23.12798,9.947618,-0.9546965,DF:96:A4:4D:6D:85
23.12798,-13.86151,9.364795,5F:2D:3B:13:7E:0D
23.12798,-1.128513,-2.066448,E6:71:9C:63:3F:BE
23.12798,8.323923,0.2941631,58:0D:7A:E2:1A:A3
23.12798,-10.74587,4.499083,36:A4:DB:7D:2D:82
23.12798,-14.63372,-0.09780122,60:2F:75:40:86:6F
23.12798,12.74542,8.511777,13:4D:DE:11:06:D0
28.14027,5.442177,5.725401,EB:C0:40:95:27:9E
28.14027,-17.78482,11.76944,A9:D6:F7:A0:9F:59
28.14027,-4.333135,-18.98849,E7:58:7E:83:BB:1D
28.14027,15.18414,1.096902,8D:B4:C6:9F:29:D9
28.14027,2.137244,8.511465,98:CB:C2:3D:93:6A
28.14027,16.19696,3.360266,D7:A2:1B:D9:0A:EF
28.14027,1.686391,3.699445,73:77:3E:F6:0F:79
28.14027,-4.759715,0.6578171,31:A3:7A:6A:90:AF
28.14027,17.01482,-10.4154,BE:85:84:65:05:B8
28.14027,4.620855,1.420876,9A:4C:97:66:FD:5B
28.14027,-2.236083,-11.67285,DC:6C:42:8C:C8:FD
28.14027,-8.630149,-2.473902,3D:0D:4E:8E:0F:44
28.14027,6.925097,13.42189,DF:96:A4:4D:6D:85
28.14027,-10.2938,-4.229355,5F:2D:3B:13:7E:0D
28.14027,-9.442511,5.533118,E6:71:9C:63:3F:BE
28.14027,-4.391153,-11.48009,58:0D:7A:E2:1A:A3
28.14027,-3.955146,3.725969,36:A4:DB:7D:2D:82
28.14027,-3.012769,-7.339616,60:2F:75:40:86:6F
28.14027,15.90603,-8.614706,13:4D:DE:11:06:D0
